Text,Language
Wizara ya kilimo imesema kuwa haijasimamisha mpango wa kuleta mahindi kutoka mataifa ya nje,Kiswahili
Wizara hiyo hata hivyo imesema kuwa wameweka sheria kali ili kuhakikisha kuwa mahindi yanayoletwa ni salama,Kiswahili
Waziri wa kilimo Peter Munya hata hivyo amesema kuwa hatua hiyo itasaidia kutoletwa kwa mahindi yaliyo na kemikali kama vile aflatoxin iliyopatikana kwenye mahindi kutoka Uganda na Tanzania,Kiswahili
Hakuna malipo waliyopata hadi sasa huku wakiitaka serikali iwalipe,Kiswahili
Mwaka jana Kenya ilileta mahindi tani elfu arubaini na nne mia saba arubaini elfu kutoka Uganda na Tanzania ili kusaidia kusuluhisha tatizo la mahindi humu nchini,Kiswahili
Pia wanalalamikia foleni ndefu wanazopanga ili kupata malipo hayo,Kiswahili
Wanaiomba serikaliiweze kuwatolea malipokatika maeneo yaliyokaribu nao,Kiswahili
Katibu katika wizara ya afya Mercy Mwangagi amesema kuwa Kenya inatarajia chanjo zaidi dhidi ya virusi vya korona,Kiswahili
Hii itasaidia kuona kuwa wakenya wengi wanapata chanjo dhidi ya korona,Kiswahili
Kwa upande mwingine amewasihi wananchi kufuata hatua za kujikinga dhidi ya korona kutokana na mkurupuko wa awamu ya tatu ya korona,Kiswahili
Kamishona katika kaunti hiyo Bwana Moses Leila amesema kuwa wameweka hatua zote kuhakikisha kuwa watahiniwa watapata mazingira salama ya kufanya mtihani huo,Kiswahili
Alikuwa akizungumza katika maeneo ya Kabunde alipokuwa akiwahutubia wakuu katika sekta ya elimu,Kiswahili
Amewasihi wasimamizi wa mitihani kuhakikisha kuwa sheria zote zinafuatwa huku akisema wale ambao hawasimamii mitihani hawataruhusiwa maeneo hayo,Kiswahili
Aliyekuwa rais wa Somalia Ali Mahdi amefariki katika kituo kimoja cha afya kijijini Nairobi,Kiswahili
"""Kulingana na ripoti ya kituo cha Sauti Ya Marekani, rais Ahdi alikuwa na virusi vya korona""",Kiswahili
Alikuwa rais wa nne wa Somalia baada ya kuchaguliwa mwezi wa kwanza mwaka wa 1991,Kiswahili
Ameendelea kumpigia debe naibu wa rais William Ruto akiwasihi wannchi wa huko kumuunga mkono Ruto,Kiswahili
Hii inafanyika wakati ambapo wanasiasa wa humu nchini wameshauriwa kusitisha kampeni zao,Kiswahili
William Ruto ameendelea kuisifu serikali kwa vita vya kujenga daraja huko Budalangi kama njia mojawapo ya kuwajali wananchi,Kiswahili
Akizungumza katika shule ya msingi ya Port Victoria Ruto amesema kuwa ataendelea kufanya kazi na waendeshaji bodaboda katika kaunti hiyo,Kiswahili
Ruton alisema hayo akiwa Busia huku mbunge Caleb Kositany akiendelea kukashifu ukaribu wa Raila na Uhuru,Kiswahili
Amesema kuwa makubaliano baina ya Raila na Uhuru imewagawa zaidi wakenya,Kiswahili
Kositany ameendelea kumkashifu Raila kwa kukosa kuwaomba msamaha wananchi kutokana na uchaguzi wa 2017,Kiswahili
Kositany pia amekashifu mvutano katika chama cha Jubilee,Kiswahili
Amesema kuwa siasa za humu nchini zinaweza kubadilika na Raila Odinga kuungana na Wiliiam Ruto katika uchaguzi wa 2022,Kiswahili
W.H.O imesema kuwa utafiti umeanza kuhusu chanjo ya Astra Zeneca,Kiswahili
Chanjo hiyo inasemekana imeleta matatizo kwa watu katika baadhi ya mataifa,Kiswahili
Kamiti ya W.H.O ambayo inachunguza na kupeana maoni kuhusu chanjo hiyo kwa mataifa ya nje imesema kuwa manufaa ya chanjo hiyo ni mengi kuliko hasara zake hivyo basi chanjo hiyo inafaa itumike,Kiswahili
Wataalamu wa sayansi wanasema kuwa chanjo hiyo haiwezi kuua hata hivyo bado haijabainika kilichowaua,Kiswahili
Mwenyekiti wa kamati hiyo Ronald Rono amesema kuwa ripoti ya hospitali ya Kabarnet haijabaini iwapo walezi wa watoto hao ndio waliowaua,Kiswahili
Zaidi ya hayo inasemekana kuwa wanafunzi walio nyanjani wa KMTC ndio walipandisha joto katika eneo hilo ambalo watoto waliozaliwa kabla siku zao zifike walikuwa,Kiswahili
Huenda kupandishwa kwa joto ndio iliwaua watoto hao,Kiswahili
Ripoti ya kamati hiyo haijadhibitisha maelezo hayo,Kiswahili
Rono amesema utafiti zaidi utaendelea huku akisema kuwa wananchi wa huko wamekuwa wakilalmika kuhusu kituo hicho cha matibabu,Kiswahili
Kituo hicho cha afya kimekanusha vikali ripoti kuwa watoto hao walikuwa wakifanyiwa ulinzi na madaktari  walio nyanjani,Kiswahili
Gavana wa Kakamega Oparanya na yule wa Bungoma Wangamati wameongoza shughuli ya kupeana chanjo katika kaunti zao,Kiswahili
"""Akizungumza katika hospitali ya rufaa ya Bungoma alikokuwa akipokea chanjo, Wangamati amesema kuwa chanjo hiyo ni salama""",Kiswahili
Wangamati pia amewasihi wahudumu wa afya kujitokeza na kupokea chanjo hiyo,Kiswahili
Kwa upande wake waziri wa afya katika kaunti ya Bungoma Olela amesema kuwa kaunti hiyo ilipokea chanjo elfu sita katika awamu ya kwanza huku awamu ya pili ikisubiriwa katika kipindi kifupi,Kiswahili
"""Katika kaunti ya Kakamega mambo yalianza shwari huku gavana wa Kakamega akioikea chanjo hiyo wa kwanza, Oparanya alisema alichukua hatua hiyo kutoa woga kwa wakaazi wa huko""",Kiswahili
Waendeshaji bodaboda kule Karatina wamewaua washukiwa wawili wakisema kuwa watu hao waliwaua waendeshaji pikipiki sita katika kipindi kifupi kilichopita,Kiswahili
Ripoti kutoka Karatina inasema kuwa waendeshaji bodaboda hao waliwatoa washukiwa hao watatu hospitalini na kuwapiga wawili hadi kufa huku mmoja akiponyoka na majeraha makali,Kiswahili
Waendeshaji bodaboda hao waliwazidi nguvu maafisa wa polisi waliokuwa wakiwalinda wagonjwa hao pamoja na mlinzi wa hospitali hiyo,Kiswahili
Maafisa wa polisi waliwaokoa washukiwa hao mwezi wa tisa mwaka wa 2020 mbele ya wananchi waliokuwa na ghadhabu baada ya kushukiwa kuwaua waendeshaji bodaboda,Kiswahili
Waendeshaji pikipiki katika kaunti ya Kirinyaga walimtoa mshukiwa mmoja hospitalini alikokuwa akitibiwa,Kiswahili
Waendeshaji hao walimtoa katika hospitali fulani mjini Kerugoya na kumuua papo hapo,Kiswahili
Wakaazi wa Migori na Kenya kwa jumla wameshauriwa kutumia vituo vya kupokea mafunzo yanayojengwa na serikali ipasavyo,Kiswahili
Ripoti hii ilipeanwa na mkurugenzi mkuu wa Kenya Pipeline akizungumza katika shule ya msingi ya Komondi katika kaunti ndogo ya Rongo,Kiswahili
Amesema kuwa vituo hivyo vya kiufundi havifai kukaa bure huku akiishukuru shule hiyo kwa kutumia fedha vizuri katika ujenzi,Kiswahili
Ameiomba uongozi wa kaunti ya Migori kufanya kazi na wakaazi wa huko kusuluhisha changamoto zao huku akisema watahiniwa watafanya vyema katika mtihani wao,Kiswahili
"""Kambi hiyo ilipeleka maendeleo kama vile ujenzi wa ofisi, ujenzi wa maabara ya kisasa ya tarakilishi, tangi mbili zenye lita elfu kumi pamoja na mengine ambayo iligharimu milioni tano""",Kiswahili
Sherehe hiyo ilihudhuriwa na wakuu katika kaunti ya Migori,Kiswahili
Wakuu hao walikuwa pamoja na katibu wa kaunti hiyo Christopher Rusana pamoja na meneja wa eneo hilo la Rongo Ochieng` ambaye alisimama kwa niaba ya mbunge Paul Abuor,Kiswahili
Washukiwa wawili waliokamatwa Kisumu Mashariki na kosa la kuharibu transfoma katika shule ya msingi ya Kadiju wamefikishwa mahakamani,Kiswahili
Washukiwa hao Nahashon Oiko na Josiah Otieno wamekuwa wakizuiliwa katika kituo cha polisi cha Kondele,Kiswahili
Hii ni baada ya kukamtwa na kosa la kuharibu transfoma lenye thamani ya mia tatu tisini na mbili elfu,Kiswahili
Hili ni wizi walilotekeleza katika shule ya Kadiju tarehe sita mwezi wa kumi na mbili mwaka wa elfu mbili ishirini na mbili,Kiswahili
Walishtakiwa pia kwa kosa lakuharibu transfoma katika eneo la Anyuru na Kobura yenye thamani ya elfu mia nne na elfu mia mbili mtawalia,Kiswahili
Walikanusha mashtaka hayo huku korti ikisema waachiliwe kwa dhamana ya shilingi milioni mbili kila mmoja au pesa taslimu milioni moja,Kiswahili
Kesi hiyo itasomwa tena tarehe thelathini mwezi huu huku ikisikilizwa tarehe kumi na tano mwezi wa sita mwaka huu,Kiswahili
Vita dhidi ya mimba za mapema mjini Kisumu bado imekumbwa na changamoto si haba,Kiswahili
Gladys Akinyi amesema kuwa iwapo mikakati kabambe haitawekwa bado vita dhidi ya mimba za mapema haitazaa matunda,Kiswahili
Alieleza jinsi alivyopachikwa na mimba akiwa mdogo na kuwa mzazi katika umri mdogo,Kiswahili
Peter Okoyo ambaye ni babake Gladys alisema kuwa wazazi hawafai kudharauliwa wanao wakipata mimba,Kiswahili
Hii inafanyika wakati ambapo aliwasihi wasichana kufanya mambo ambayo yanaweza kuwasaidia ma kijitenga na mapenzi,Kiswahili
Mkaazi wa kaunti ya Kisumu Grace Wairimu amesema kuwa vijana wanafaa kuelimishwa ili wajiepushe na tendo la ndoa kabla wahitimu umri unaofaa,Kiswahili
Balozi wa Tanzania nchini Libya Modestus Kiplimba amekashifu uvumi unaoendelea kuwa rais wa nchi hiyo Maghufuli amefariki,Kiswahili
Amesema maisha ya Maghufuli yako sawa na yuko nchini Tanzania anakoendelea na kazi,Kiswahili
Amesema haya siku mbili tu baada ya kiongozi wa upinzani kusema kuwa hali ya Maghufuli I taabani,Kiswahili
Maghufuli aliambukizwa ugonjwa wa korona na amekuwa akipokea matibabu nchini kabla ya kusafirishwa hadi India kwa matibabu zaidi,Kiswahili
Siku chache zilizopita kuna kituo cha habari kilioa ripoti kuwa kuna rais fulani anayehudumiwa humu nchini,Kiswahili
Wanafunzi wa kidato cha nne wanaanza rasmi mtihani wa kitaifa hapo kesho,Kiswahili
Muungano wa Umoja Wa Wakenya almaarufu one Kenya Alliance wanapanga mkutano na wakenya,Kiswahili
Mtu mmoja amefariki katika ajali ya barbarani mjini Kendubay,Kiswahili
Askari wa kaunti ya Kisumu walioonekana wakimvuta mchuuzi mmoja wa kike katika kaunti ya Kisumu wamekamatwa,Kiswahili
Watu ishirini na sita wamekufa kutokana na ugonjwa wa korona katika masaa ishirini na nne yaliyopita,Kiswahili
Watu 1463 wamepatwa na ugonjwa wa korona kwa watu 8976 waliopimwa,Kiswahili
Wakati huo huo wizara ya afya imesema kuwa wananchi wenye umri wa miaka hamsini na nane kuendelea wapewe chanjo hiyo,Kiswahili
Katika ujumbe kwa vituo vya habari mwenyekiti wa tume inayohakikisha kuwa wananchi wanapata chanjo amesema hivyo,Kiswahili
Daktari Willis Akwale amesema kuwa watu wenye umri wa miaka 58 wako katika nafasi ya juu kupata virusi hivyo akisema kuwa ni asilimia sitini ya walioambukizwa,Kiswahili
"""Wizara ya afya pia imewasihi wanasiasa, wanaohubiri pamoja na viongozi kuwa waende wapokee chanjo dhidi ya korona""",Kiswahili
Hii ikiwa ni njia ya kuwapa motisha wananchi pamoja na wale walio katika hatari ya juu kupokea chanjo hiyo,Kiswahili
Mtihani wa kitaifa wa KCSE utaanza rasmi hapo kesho,Kiswahili
Baadhi ya walimu wakuu wamesema kuwa mikakati ipasavyo tayari imeshawekwa,Kiswahili
Wanafunzi hao wa kidato cha nne kesho wataanza na karatasi ya kiingerez ya kwanza,Kiswahili
Sheria za kupunguza usambazaji wa korona zitafuatwa wakati wa mtihani huo,Kiswahili
Chama cha ODM kimesema kuwa wanapanga kutengeneza muungano wa kisiasa baada ya kura za maoni,Kiswahili
Katibu mkuu wa chama hicho Edwin Sifuna amesema kuwa muungano huo utajumulisha vijana pamoja nawale walio na malengo mazuri kwa taifa la Kenya,Kiswahili
"""One Kenya Alliance iliundwa na viongozi wa ANC,Wiper, KANU pamoja na FORD KENYA""",Kiswahili
Muungano huo wa One Kenya Alliance umesema kuwa utaanza kuandaa mkutano baada ya ugonjwa wa korona kupungua humu nchini,Kiswahili
"""Wamesema kuwa wanaunga mkono mageuzi ya sheria yaliyo katika BBI, haya yalisemwa na Moses Wetangula""",Kiswahili
Kiongozi wa KANU Gideon Moi amesema kuwa wazolao kuu ni kuhakikisha kuwa siasa za kiukabila zinakomeshwa,Kiswahili
Mawazo ya Moi yaliungwa mkono na kiongozi wa ANC Musalia Mudavadi,Kiswahili
Kiongozi wa ANC Musalia Mudavadi amekashifu kutimuliwa kwa seneta Cleophas Malala kama kiongozi wa wachache bungeni akisema kuwa chama cha ODM kinadharau vyama tanzu vya NASA,Kiswahili
Wakimbizi wanaoishi katika kambi za Daadab na Kakuma wameiomba serikali kubadili wazo la kufunga kambi hizo,Kiswahili
Wamesema kuwa kufungwa kwa kambi hizo kutawarudisha katika taabu pamoja na uvamizi kutoka Somalia,Kiswahili
Viongozi kutoka maeneo ya Kaskazini Mashariki wameiomba serikali kuangalia njia ya kuwasaidia wakimbizi hao bali siyo kuwafukuza,Kiswahili
Viongozi mbalimbali pia wameunga mkono wazo hilo,Kiswahili
Seneta wa Bungoma Moses Wetangula amesema kuwa wakimbizi ni waliokimbia taabu za kwao na kuwarejesha kwao ni kuwafanyia vibaya zaidi,Kiswahili
Asilimia sitini ya wakenya wanapanga uzazi,Kiswahili
Hii ni kutokana na utafiti uliofanywa katika kaunti kumi na moja na shirika la Perfomance Monitoring For Action,Kiswahili
Utafiti huo pia umegundua mimba za kutopangwazimepungua kutoka asilimia 42 hadi 38,Kiswahili
Profesa Peter Gitangi ambaye ni mkuu wa idara hiyo amesema kuwa wanawake wengi wanapanga uzazi kwa njia ya kuweka vifaa katika miili yao almaarufu implants,Kiswahili
Mtu mmoja amefariki huku wanne wakikimbizwa hospitalini katika eneo la Gendia baada ya gari aina ya trela kuwagonga,Kiswahili
Trela hiyo pia iligonga pikipiki nne na gari la probox kando ya barabara,Kiswahili
Askari wa kaunti ya Kisumu walioonekana wakimvuta mchuuzi mmoja wa kike katika kaunti ya Kisumu wamekamatwa,Kiswahili
Kushikwa kwao kunatokana na uzito uliowekwa mjini Kisumu leo na watetezi wa haki za binadamu,Kiswahili
Wakiongozwa na Bonny Akatch walisema kuwa kusimamishwa kazini tu haitoshi,Kiswahili
Wamesema kuwa kiongozi wao anafaa kujiuzulu,Kiswahili
Hii inafanyika wakati ambapo viongozi mbalimbali Kisumu wanakashifu askari wa kaunti kwa jinsi wanavyodhulumu wachuuzi,Kiswahili
Mheshimiwa Abala Wanga amewasihi watetezi wa haki na viongozi kuwapa muda ili uchunguzi zaidi ufanywe kuhusiana na tukio hilo,Kiswahili
Wizara ya afya imeshauriwa kusambaza dawa za kupambana na virusi vya Ukimwi kwa waathiriwa,Kiswahili
"""Bwana Austine Obiero ni mwathiriwa wa virusi hivyo kutoka maeneo ya Nyahera, amejitokeza kuwaelimisha wananchi kutokana na virusi vya Ukimwi""",Kiswahili
Siku mja baada ya dunia kuadhimisha sikun ya ugonjwa wa kifua kikuu duniani amejitokeza na kuwaambia waathiriwa wa ugonjwa wa UKIMWI kujua pia hali yao kifua kikuu,Kiswahili
Hali ya usalama imekuwa tisti katika kijiji cha Chato mkoa wa Geita ambako sherehe hiyo itaandaliwa,Kiswahili
Leo hii wakaazi wa Chato walipata nafasi ya kuona mwili wa mwendazake Maghufuli katika uga wa Maghufuli,Kiswahili
Wananchi wa mataifa mbalimbali wanatarajiwa kuhudhuria sherehe hiyo,Kiswahili
Amri ya kutotoka nje imeongezwa kwa siku sitini huku mikutano ya siasa ikisitishwa kwa siku thelathini,Kiswahili
Naibu wa rais William Ruto amesitisha mikutano yote ya kisiasa aliyokuwa amepanga,Kiswahili
Chanjo ya korona imeidhinishwa rasmi katika kaunti ya Siaya,Kiswahili
Marekani ina nia ya kumaliza virusi vya korona,Kiswahili
Rais Uhuru Kenyatta ameongeza mkataa wa kutotoka nje almaarufu curfew kwa siku sitini,Kiswahili
Rais Kenyatta vilevile amesitisha mikutano yote ya siasa,Kiswahili
Amesema kuwa sheria hizi zitaanza rasmi leo,Kiswahili
Rais pia ametoa sheri kudhibiti wanaofika kwenye harusi mazishi na kadhalika,Kiswahili
Amesema kuwa ni watu mia moja tu wanaoruhusiwa kufika katika mikutano hiyo,Kiswahili
Watakaoaga dunia watazikwa baada ya saa sabini na mbili,Kiswahili
Rais ametoa amri kwa maafisa wa polisi kuhakikisha kuwa sheria zote zinafuatwa,Kiswahili
Sheria hizo zimewekwa kudhibiti ugonjwa wa korona,Kiswahili
Serikali pia itaunda tume ya kudhibiti ugonjwa wa korona,Kiswahili
Rais Kenyatta alisema kuwa kamati hiyo itaongozwa na magavana pamoja na makamishna wa kaunti,Kiswahili
Kamiti hiyo itakutana kila wiki kuangalia iwapo wananchi wanafuata sheria za korona,Kiswahili
Alizungumza wakati ambapo watu 750 walipatwa na ugonjwa wa korona huku 6264 wakipimwa na wawili wakiaga dunia wakati huo huo,Kiswahili
Amewaomba Wakenya kupokea chanjo dhidi ya korona,Kiswahili
Wakati huo huo aliwahakikishia watahiniwa wa kidato cha nne na nane hali shwari watakapofanya mtihani hata ingawa nchi inakabiliana na ugonjwa wa korona,Kiswahili
Naibu wa rais William Ruto amesitisha mikutano yote ya kisiasa aliyokuwa amepanga,Kiswahili
Kupitia mtandao wake wa Twitter Ruto amesema hiyo ni kutokana na idadi ya wanaopata ugonjwa wa korona kila siku,Kiswahili
Pia amesema amechukua hatua hiyo kutokana na sheria za rais za kusitisha mikutano yote ya siasa,Kiswahili
Leo hii Ruto alikuwa katika eneo bunge la Funyula kaunti ya Busia alikoendesha kampeini yake kuwainua wale wenye mapato ya chini,Kiswahili
Kwa upande mwingine aliwakashifu wanasiasa wanaopanga kumpinga katika uchaguzi mkuu ujao,Kiswahili
Alisema kuwa miungano ya kisiasa haifai kuundwa kutokana na makabila ambayo wanasiasa wanatoka,Kiswahili
Wakaazi wa Machakos wamwshauriwa kumpigia kura Agnes Kavindu wa Wi[er katika uchaguzi mdogo wa seneti kaunti hiyo,Kiswahili
Kiongozi wa chama cha Wiper amesema kuwa BI Kavindu anaweza kuwaongoza vyema,Kiswahili
Kiongozi wa FORD KENYA Moses Wetangula amesema kuwa Kavindu atatwaa kiti hicho jinsi walivyotwaa kiti cja Kabuchai na Matungu,Kiswahili
Mheshimiwa Mike Sonko ameambiwa apumzike kwa kipindi cha siku kumi na nne,Kiswahili
Mawakili wake wakiongozwa na Khaminwa wamemwambia kiongozi wa mashtaka kuwa madaktari wamemwagiza Sonko kupumzika kwa siku kumi na nne,Kiswahili
Hii inamaanisha kuwa hatafika kortini Jumanne wiki ijayo kuhusu kesi inayomkabili ya milioni kumi na nne,Kiswahili
Wakila ameeleza kuwa maafisa hao ni wa afya wa hospitali za umma na za kibinafsi katika kaunti ya Siaya,Kiswahili
Amesema kuwa chanjo hiyo itasaidia kukinga maisha ya Wakenya wakati huu ambapo ugonjwa huo umeingia katika awamu ya tatu humu nchini,Kiswahili
"""Akizungumza wakati wa kuidhinisha rasmi chanjo hiyo Wakila alisema kuwa baada ya kuwapa chanjo wahudumu wa afya watawapa chanjo maafisa wa usalama,walimu,viongozi wa makanisa pamoja na wale wanaopeana huduma za dharura""",Kiswahili
James Okumbe ambaye ni naibu wa gavana wa Siaya na wa kwanza kupokea chanjo hiyo katika kaunti hiyo alisema kaunti ya Siaya imepokea chanjo laki tatu huku wakingoja zaidi,Kiswahili
Anmewasihi wananchi kuendelea kuzingztia sheria za korona,Kiswahili
Wanachama wa FORD KENYA kutoka maeneo ya Nyanza wamesema watamuunga mkono Mukhisa Kituyi katika azma yake ya kuwania urais,Kiswahili
Wamesema kuwa viongozi ambao wamekuwa wakiunga mkono hujiondoa hata kabla ya uchaguzi kufika,Kiswahili
Mwenyekiti wa FORD KENYA mjini Kisumu Phelix Minda amesema kuwa Moses Wetangula siyo kiongozi wao,Kiswahili
Pia amesema kuwa wamemuidhinisha mheshimiwa Eseli Simiyu kama katibu wao,Kiswahili
Uongozi wa wanawake kupitia Maendeleo Ya Wanawake imeanza kuwagawa wanawake matangi ya kuhifadhi maji humu nchini,Kiswahili
Amesema kuwa maji huwa mengi wakati wa mvua na kiangazi kikija wanawake huhangaika wakitafuta maji,Kiswahili
Bi. Owino amesema kuwa matangi hayo yatawasaidia wanawake kuhifadhi maji safi,Kiswahili
Amewasihi wanawake kujiunga na mashirika ambayo yanaweza kuwasaidia kama hayo,Kiswahili
"""Rais Biden ana matumaini kuwa kufikia tarehe ya kusherehekea siku ya kupata uhuru nchini humo ambayo ni tarehe nne mwezi wa saba, Marekani itakuwa imemaliza vita dhidi ya korona""",Kiswahili
Amewasomba raisa wa Marekani kuendelea kutii sheria za korona,Kiswahili
Biden alizungumza mwaka mmoja baada ya virusi vya korona kuvamia nchi hiyo,Kiswahili
Katika kaunti arubaini tangu chanjo hiyo ianze kupeanwa,Kiswahili
Wakati huo huo watu saba wamepoteza maisha yao katika masaa ishirini na manne yaliyopita,Kiswahili
Hii inafikisha idadi ya wale walioangamia kwa virusi vya korona hadi elfu moja mia tisa na nane,Kiswahili
Hii imefikisha idadi ya wale walioambukizwa humu nchini hadi 112805,Kiswahili
Kesi za lazima ambazo zimekuwa zikiendelea katika mahakama ya Mavoko zimepelekwa hadi mahakama ya juu ya Machakos baada ya mahakama hiyo kufungwa,Kiswahili
Jaji mkuu mshikilizi Philomena Mwilu amesema kuwa bado wanafanya uchunguzi katika korti ya Kathimani kuhusiana na watu kumi na sita kuathirika na virusi vya korona,Kiswahili
Maafisa wa polisi wamemshika mwanamke mmoja aliyenaswa katika kanda ya video akiwadunga kwa kisu watoto wawili wa mwajiri wake,Kiswahili
Gladys Naliaka ambaye ni mjakazi alishikwa katika kituo cha kuabiri gari cha Eldoret akipanga kuhamia Uganda,Kiswahili
Maafisa wapolisi wamesema kuwa Naliaka alishikwa na vitambulisho viwili tofauti,Kiswahili
Kutotii sheria itafanya ugonjwa wa korona urejee humu nchini,Kiswahili
Vijana ambao tayari wamehitimu hawafai kusubiri kuajiriwa,Kiswahili
Amesema kuwa serikali ina mipango ya kilimo ambayo itasaidia kuwapa pesa na chakula,Kiswahili
Alizungumza akiwa Tharaka Nithi ambapo serikali tayari imeanza mipango ya unyunyizaji maji mashambani,Kiswahili
Wanasiasa ambao wanapinga makubaliano baina ya Uhuru na Raila almaarufu handshake wamekashifiwa kuwa hawapendi amani nchini,Kiswahili
Seneta wa Homabay Moses Kajwang amesema kuwa makubaliano ya handshake imeleta amani humu nchini,Kiswahili
Amewaambia wafanyikazi wa serikali kutoingilia siasa akisema kuwa inazuia serikali kutimiza ahadi zake kwa wananchi,Kiswahili
Mheshimiwa Kajwang` amesema kuwa kuja pamoja kwa Uhuru na Raila imesaidia sana kuleta amani humu nchini,Kiswahili
Maafisa wa polisi nchini Urusi wamewakamata raia mia mbili ambao walikua katika mkutano wa kupinga serikali  kuu huko Urusi,Kiswahili
Watu hao walishikwa mkutano ulipokuwa ukianza katika hoteli moja mjini Moscow,Kiswahili
Maafisa wa polisi wamesema kuwa raia hao walivunja sheria za kupambana na korona,Kiswahili
Kushikwa kwa jamaa hao inakuja wakati ambapo serikali ya Urusi imekuwa ikiwakamata raia wanaopinga serikali uchaguzi mkuu unapokaribia,Kiswahili
Mwezi jana kiongozi wa upinzani Alexei Navalny alitiwa mbaroni,Kiswahili
Wizara ya afya imetoa amri kuwawatu wenye umri wa miaka hamsini na nane kuendelea wapokee chanjo ya korona,Kiswahili
Katika ujumbe kwa vyombo vya habari msimsmizi mkuu wa kutoa chanjo hizo Willis Akhwale alisema hivyo,Kiswahili
Willis alisema kuwa watu hao walio na umri wa miaka 58 ni asilimia sitini ya wale walioambukizwa virusi vya korona,Kiswahili
"""Wizara ya afya imetoa ombi kwa wanasiasa,wahubiri pamoja na viongozi wa wananchi kupokea chanjo hiyo""",Kiswahili
Hii ni njia mojawapo ya kuwapa motisha wananchi pamoja na walio katika kipaumbele kupokea chanjo hiyo,Kiswahili
"""Muungano huo wa Wiper, KANU na ANC wamesema kuwa wataandaa mkutano wao baada ya virusi vya korona kupungua humu nchini""",Kiswahili
Wamesema kuwa wanaunga mkono mageuzi ya sheria kupitia kwa BBI maneno yaliyosemwa na Moses Wetangula,Kiswahili
Mwenyekiti wa KANU Gideon Moi amesema kuwa nia yao ni kuona kuwa siasa za kikabila zinamalizwa jambo lililoungwa mkono na Musalia Mudavadi,Kiswahili
Kiongozi wa ANC amepiga jinsi seneta wa Kakamega Cleophas Malala alivyong`atuliwa mamlakani kama kiongozi wa wachache  bungeni akisema kuwa chama cha ODM kinadharau vyama tanzu vya NASA,Kiswahili
Wakimbizi katika kambi za Daadab na Kakuma wameiomba serikali kuangalia tena mpango wao wa kuwarudisha makwao,Kiswahili
Viongozi wanaotoka maeneo ya Kaskazini Mashariki mwa Kenya wamesema kuwa serikali inafaa ijadiliane na wakimbizi hao badala ya kuwafukuza,Kiswahili
Viongozi tofauti tofauti pia wameunga mkono wazo hilo,Kiswahili
Seneta Moses Wetangula amesema kuwa wakimbizi ni watu waliokimbia maafa kwao hivyo basi kuwarejesha kwao ni kawarudisha katika shida zaidi,Kiswahili
Utafiti huo pia umebaini kuwa mimba za kutopangwa zimerudi nyuma kwa asilimia thelathini na nane kutoka arubaini na mbili mwaka wa elfu mbili kumi na nne,Kiswahili
Profesa Peter Gichangi ambaye anasimamia utafiti huo alisema wanawake wengi hupanga uzazi kwa njia ya kuweka vifaa kwenye miili yao almaarufu implants,Kiswahili
Gavana wa kaunti ya Kisumu ameambiwa ajitokeze waziwazi na aombe msamaha na FIDA,Kiswahili
Mawakili wa FIDA wamemwambia aombe msamaha kutokana na kitendo cha maafisa wa kaunti ya Kisumu kumvuta mchuuzi mmoja wa kike barabrani mjini Kisumu,Kiswahili
Muungano wamawakili wa kike sehemu ya Kisumu wamesema kuwa kitendo hicho hakifai na kinafaa kushtumiwa vikali na hatua kali kuchukuliwa,Kiswahili
Wamesema kuwa wana mpango wa kuhakikisha kuwa maafisa hao watashikwa na kupelekwa kortini,Kiswahili
FIDA imeiambia uongozi wa kaunti ya Kisumu kuwafunza maaskari hao wa kaunti bali siyo kuwachukua tu watu ovyo ovyo hadi walio na tabia hasi,Kiswahili
Kwa upande wake naibu wa gavana wa Kisumu Matthews Owili amesema kuwasheria itafuatwa kuhusiana na maafisa hao ambao tayari wamesimamishwa kazi,Kiswahili
Moto umeteketeza boma za familia nane katika kijiji cha Kasino kule Molo kwenye kaunti ya Nakuru,Kiswahili
Kilichosababisha moto hadi sasa bado hakijabainika,Kiswahili
Moto huo ulianza katika chumba kimoja cha mbao kabla ya kusambaa na kuchoma nyumba za karibu,Kiswahili
Wale ambao nyumba zao ziliteketea wanalilia hasara kubwa,Kiswahili
Walioenda kusaidia katika kuuzima moto huo walipora mali ya familia hizo,Kiswahili
Wanakijiji hicho wanaiomba serikali kuwanunulia gari la kusaidia katika kuzima moto,Kiswahili
Mtu mmoja amepoteza maisha yake katika barabara ya Voi kuelekea Mombasa,Kiswahili
Mtu huyo alikua akiendeshapikipiki kuelekea Mombasa alipogonga gari aina la Toyota ambalo liliegeshwa kando ya barabara,Kiswahili
Mkuu wa polisi eneo la Kinango Fredrick Ombaka alitoa ripoti hiyo,Kiswahili
Alisema kuwa mwendazake huyo alipata majeraha mabaya sana kwenye kichwa chake kitu kilichomuua,Kiswahili
Mwili wake tayari umepelekwa katika chumba cha kuhifadhi maiti,Kiswahili
Kamishna wa polisi eneo la Bonde La Ufa Natembeya amesema kuwa tayari ameweka mikakati ya kuhakikisha kuwa silaha zinazomilikiwa na raia zinachukuliwa,Kiswahili
Amewaambia raia katika eneo la Transmara kutafuta njia za kutatua tofauti zao bali siyo uvamizi wa mara kwa mara,Kiswahili
Hata hivyo amesema kuwa amani imeanza kurejea sehemu hiyo,Kiswahili
